# module,power(mW),gpu_power(mW),cpu_power(mW),energy(J),gpu_energy(J),cpu_energy(J),flops,params
image_radar_encoder.fpn,103301.39572732037,53782.37217564133,49526.0900762681,2271042.556000313,1182291.965596199,1088750.590404114,2446571664.0,1928654.0
image_radar_encoder.radar_encoder,103854.57255058674,53538.97565590167,50341.92397330269,704400.0048365803,363006.89045488834,341393.1143816919,186812800.0,51099.0
image_radar_encoder.channel_attn_stage3.0,71564.51945800772,21692.837369516215,50498.4906741021,8931.198466352536,2686.8878004550934,6244.310665897444,76992.0,3.0
image_radar_encoder.channel_attn_stage3.1,70957.97627666344,21294.29060487629,50506.509706082696,9371.779778516127,2783.831235051155,6587.948543464973,19248.0,3.0
image_radar_encoder.channel_attn_stage4.0,71054.99141970095,21137.111066832476,50514.86347197747,9106.627920297942,2674.603213429451,6432.024706868492,48480.0,3.0
image_radar_encoder.channel_attn_stage4.1,70631.00529857945,20803.028383447334,50523.06983159856,9360.489538252943,2719.8856148719788,6640.603923380965,12120.0,3.0
image_radar_encoder.channel_attn_stage5.0,68924.64400061636,20772.53921018994,50531.644866478884,8840.892207071209,2429.344237089157,6411.547969982052,23744.0,5.0
image_radar_encoder.channel_attn_stage5.1,70439.76169424885,20563.13236516674,50539.79656497933,9287.113403710015,2647.877657055855,6639.23574665416,5824.0,3.0
det_head.cls_convs.0,108851.34465259992,58385.563535312634,50598.99553878515,148472.25685074605,79479.18137478828,68993.07547595775,233472000.0,144896.0
det_head.cls_convs.1,108489.60621393782,58341.51474450593,50646.11466612941,41039.33657225117,21936.4609541893,19102.875618061873,58368000.0,144896.0
det_head.cls_convs.2,84888.85169298924,34525.92532578224,50668.15547430437,25138.859330082767,10189.01946759224,14949.839862490528,14592000.0,144896.0
det_head.reg_convs.0,109314.17841669678,58656.01092483066,50730.28760072289,149184.09117078327,80033.94798147678,69150.14318930649,233472000.0,144896.0
det_head.reg_convs.1,108895.91393838287,58279.57377874355,50777.56986113711,41032.713894034794,21945.629660367966,19087.08423366683,58368000.0,144896.0
det_head.reg_convs.2,84474.73420107436,34182.99812900364,50798.89277049303,25408.436286762997,10197.147887706757,15211.28839905624,14592000.0,144896.0
det_head.stems.0,102017.52805991085,51991.4394517609,50812.38627814242,19023.60086117791,9637.316804409027,9386.284056768885,26214400.0,15872.0
det_head.stems.1,102750.95296325469,53447.06265470801,50822.12200854377,11499.653837001832,5863.4721891880035,5636.181647813827,15769600.0,38912.0
det_head.stems.2,88456.17095483596,38842.14668694763,50829.57592117573,10356.150872284645,4462.698450565338,5893.452421719306,7270400.0,72192.0
