# module,power(mW),gpu_power(mW),cpu_power(mW),energy(J),gpu_energy(J),cpu_energy(J),flops,params
image_radar_encoder.fpn,91102.8119303037,55319.606649191235,35789.82030305106,2770142.4650969096,1681934.6851444244,1088207.7799524853,3189116848.0,6036278.0
image_radar_encoder.radar_encoder,90621.4039356602,53882.0364970355,36757.593970257694,615175.0455577516,365697.1472828388,249477.89827491273,186812800.0,51099.0
image_radar_encoder.channel_attn_stage3.0,57877.08135322736,21949.042615226543,36914.974343632144,7294.881478717102,2729.9197108745575,4564.961767842545,76992.0,3.0
image_radar_encoder.channel_attn_stage3.1,57499.201891572644,21274.557750335593,36923.079172622616,7309.738263847645,2652.5736265182495,4657.164637329395,19248.0,3.0
image_radar_encoder.channel_attn_stage4.0,57191.25330547754,21140.981219620382,36931.15796467031,7495.2200089632815,2727.2106906175613,4768.00931834572,48480.0,3.0
image_radar_encoder.channel_attn_stage4.1,56963.811524529,20861.33421244819,36939.11284593928,7303.021766489376,2601.578931450844,4701.442835038532,12120.0,3.0
image_radar_encoder.channel_attn_stage5.0,57353.1599107414,20876.66693124049,36947.44063267545,7215.117174840617,2571.0882687568665,4644.02890608375,23744.0,5.0
image_radar_encoder.channel_attn_stage5.1,57023.12091411559,20639.069475792745,36955.63086494423,7240.174287187938,2576.9214004278183,4663.2528867601195,5824.0,3.0
det_head.cls_convs.0,95448.51626853648,58539.11689050209,37012.932175258116,130289.31923318587,79802.5030425787,50486.81619060717,233472000.0,144896.0
det_head.cls_convs.1,95156.39927053402,58412.816344523635,37060.149084808974,35848.312360800446,21948.59167611599,13899.720684684458,58368000.0,144896.0
det_head.cls_convs.2,70969.44443215644,34216.58693392583,37081.401003859806,21436.853291852967,10265.89628791809,11170.957003934878,14592000.0,144896.0
det_head.reg_convs.0,95691.70020543542,58604.664948278136,37143.05548127294,130775.74883632037,80037.42526054382,50738.32357577655,233472000.0,144896.0
det_head.reg_convs.1,95283.90779778619,58603.42283173622,37190.26377390384,35889.12455429407,21939.494904637337,13949.629649656732,58368000.0,144896.0
det_head.reg_convs.2,71374.28711787405,34602.118292288535,37212.16558369912,21189.054301601547,10203.83263373375,10985.221667867798,14592000.0,144896.0
det_head.stems.0,88587.35201573235,51930.67721501863,37225.99121971149,16490.60549625859,9609.772373318672,6880.833122939917,26214400.0,15872.0
det_head.stems.1,89869.97962615339,53265.14748279441,37235.86441206899,10211.395185078245,6032.101075172424,4179.294109905821,15769600.0,38912.0
det_head.stems.2,75210.99688942642,39034.76521695599,37243.522826232445,8523.169652105316,4368.775542140007,4154.394109965309,7270400.0,72192.0
