# module,power(mW),gpu_power(mW),cpu_power(mW),energy(J),gpu_energy(J),cpu_energy(J),flops,params
image_radar_encoder.fpn,116815.39634164098,56564.08325931735,60257.32010565865,4075603.4375059335,1973318.325693369,2102285.1118125645,4074815264.0,5144486.0
image_radar_encoder.radar_encoder,115475.70898271856,54152.85919973766,61339.39234175419,802536.8557849765,376273.67512238026,426263.18066259625,194249600.0,68019.0
image_radar_encoder.channel_attn_stage3.0,82678.65115484832,22122.123312926502,61498.256729646855,10817.147706301199,2855.1082696914673,7962.039436609732,102656.0,3.0
image_radar_encoder.channel_attn_stage3.1,82395.06589650763,21594.677557881165,61506.41952310945,10316.965077573195,2683.1990690231323,7633.766008550063,25664.0,3.0
image_radar_encoder.channel_attn_stage4.0,81994.53090568549,21382.22951175631,61514.633293982726,10903.778439793723,2793.895090818405,8109.883348975318,58464.0,5.0
image_radar_encoder.channel_attn_stage4.1,82026.0217593072,21065.199754562367,61522.84486376221,10452.651074886691,2664.253289937973,7788.397784948718,14544.0,3.0
image_radar_encoder.channel_attn_stage5.0,82296.08556977162,21063.384101190208,61531.1175209994,10462.264716032414,2659.880583167076,7802.384132865338,30528.0,5.0
image_radar_encoder.channel_attn_stage5.1,81379.73575744874,20944.632284850755,61539.39548489521,10318.606155044172,2584.072691321373,7734.533463722799,7488.0,3.0
det_head.cls_convs.0,119924.55950630034,58531.034952455484,61595.87864185436,163722.15745145426,79744.27609145641,83977.88135999785,233472000.0,144896.0
det_head.cls_convs.1,120147.93570596105,58683.517142329474,61642.05501983514,45230.38531342538,22045.45242881775,23184.93288460763,58368000.0,144896.0
det_head.cls_convs.2,95673.17829365628,34561.35477777174,61663.827203422305,28673.41328674738,10307.304672956467,18366.108613790915,14592000.0,144896.0
det_head.reg_convs.0,120161.88803398985,58556.62792311458,61724.65258305018,164183.5317545186,79911.94156980515,84271.59018471345,233472000.0,144896.0
det_head.reg_convs.1,120025.1753372658,58781.043162318114,61771.35796750726,45385.114642024244,22104.596997618675,23280.517644405565,58368000.0,144896.0
det_head.reg_convs.2,96280.45468481166,34801.4608235809,61793.057846128875,28492.33503466749,10237.890835046768,18254.44419962072,14592000.0,144896.0
det_head.stems.0,114161.70544065117,53197.42087811741,61807.22701921648,22113.430324040928,10222.664269328117,11890.76605471281,34406400.0,20992.0
det_head.stems.1,118876.48289093471,58016.68536094789,61817.66606825883,14427.594419999514,6993.961946725845,7433.632473273668,18841600.0,46592.0
det_head.stems.2,103860.34177592192,43500.68142899579,61825.33430417744,11504.138236910083,4748.345370292664,6755.792866617419,9318400.0,92672.0
