# module,power(mW),gpu_power(mW),cpu_power(mW),energy(J),gpu_energy(J),cpu_energy(J),flops,params
image_radar_encoder.fpn,65445.20087441259,53617.085255789614,11832.005166441131,1714225.593397733,1404317.5231552124,309908.0702425207,4334696064.0,1193388.0
image_radar_encoder.radar_encoder,66140.32001623875,53342.44970761992,12818.06944862417,478497.2182601044,385786.7190808058,92710.49917929864,194249600.0,68019.0
image_radar_encoder.channel_attn_stage3.0,33825.00054841641,21130.323360787723,13030.851912429145,5903.599304310462,3644.908033013344,2258.691271297118,102656.0,3.0
image_radar_encoder.channel_attn_stage3.1,33123.74835975095,20272.176109626667,13041.886744236586,5417.2514792926595,3293.9318554401398,2123.3196238525193,25664.0,3.0
image_radar_encoder.channel_attn_stage4.0,32984.73581207818,20270.93794571831,13052.363919586282,5408.388957109801,3286.814694404602,2121.5742627051986,58464.0,5.0
image_radar_encoder.channel_attn_stage4.1,32589.290676630728,19870.571217056764,13063.826065395087,5653.661179559601,3406.101552128792,2247.559627430809,14544.0,3.0
image_radar_encoder.channel_attn_stage5.0,32836.53450570378,20001.187909638353,13074.966301386263,5437.137139021344,3296.6235196590424,2140.513619362302,30528.0,5.0
image_radar_encoder.channel_attn_stage5.1,32481.463399785967,19743.49360510041,13086.288700254481,5671.662502371084,3399.2593252658844,2272.4031771051996,7488.0,3.0
det_head.cls_convs.0,69683.19764421583,57662.08870466772,13142.553480248198,86824.48700612545,70464.48170268536,16360.005303440092,233472000.0,144896.0
det_head.cls_convs.1,64850.254493360415,51937.53155479171,13191.263359203214,27831.776799108695,22191.407677412033,5640.369121696661,58368000.0,144896.0
det_head.cls_convs.2,47945.68615063097,34953.05719500737,13217.430173938255,17093.330114274744,12391.127379655838,4702.202734618905,14592000.0,144896.0
det_head.reg_convs.0,71183.90834473891,58049.343011706536,13277.773964935597,88667.57466819402,72158.58754491806,16508.987123275954,233472000.0,144896.0
det_head.reg_convs.1,65493.154943506954,52264.12083148957,13326.28327363824,27878.761954635826,22218.00572192669,5660.756232709135,58368000.0,144896.0
det_head.reg_convs.2,48438.188118324026,35208.16380268166,13352.155521667564,17178.800739547296,12465.942876696587,4712.857862850709,14592000.0,144896.0
det_head.stems.0,67959.48773235574,54861.42901663317,13369.88717612474,14661.804373882911,11798.053966283798,2863.750407599112,34406400.0,20992.0
det_head.stems.1,66022.73514459384,53704.31401687922,13382.321703453616,9717.325914001762,7764.7429304122925,1952.5829835894697,18841600.0,46592.0
det_head.stems.2,52197.934590019555,39470.9495642104,13392.486035220405,7657.344951494994,5712.79410636425,1944.5508451307444,9318400.0,92672.0
